,ID,Mach No,Angle of Attack,Lift Coefficient,Drag Coefficient,Airfoil_type
463,DP 31,1.32,-19,-1.0608248,0.4681421,c5a
464,DP 32,1.34,-19,-1.0496905,0.46385055,c5a
465,DP 33,1.36,-19,-1.0400934,0.4601518,c5a
466,DP 34,1.38,-19,-1.0320842,0.45707419,c5a
467,DP 35,1.4,-19,-1.0249273,0.45451659,c5a
468,DP 0,0.7,-11,-0.48561776,0.14022257,c5a
469,DP 1,0.72,-11,-0.49104774,0.14270862,c5a
470,DP 2,0.74,-11,-0.49830357,0.14614369,c5a
471,DP 3,0.76,-11,-0.51022126,0.15100385,c5a
472,DP 4,0.78,-11,-0.5251154,0.15807582,c5a
473,DP 5,0.8,-11,-0.54310977,0.16801023,c5a
474,DP 6,0.82,-11,-0.58331468,0.18238717,c5a
475,DP 7,0.84,-11,-0.64527572,0.20194072,c5a
476,DP 8,0.86,-11,-0.72846981,0.22876586,c5a
477,DP 9,0.88,-11,-0.83645529,0.2661282,c5a
478,DP 10,0.9,-11,-0.96101966,0.31119608,c5a
479,DP 11,0.92,-11,-0.99175814,0.32679353,c5a
480,DP 12,0.94,-11,-0.95837016,0.32036708,c5a
481,DP 13,0.96,-11,-0.92979201,0.31301505,c5a
482,DP 14,0.98,-11,-0.90599277,0.30656224,c5a
483,DP 15,1,-11,-0.88543718,0.30079368,c5a
484,DP 16,1.02,-11,-0.86709932,0.29559546,c5a
485,DP 17,1.04,-11,-0.85075676,0.29087754,c5a
486,DP 18,1.06,-11,-0.83597012,0.28654059,c5a
487,DP 19,1.08,-11,-0.82259644,0.28254841,c5a
488,DP 20,1.1,-11,-0.81048722,0.27887309,c5a
489,DP 21,1.12,-11,-0.79951091,0.27550425,c5a
490,DP 22,1.14,-11,-0.78953111,0.27245425,c5a
491,DP 23,1.16,-11,-0.78037261,0.26972716,c5a
492,DP 24,1.18,-11,-0.77146311,0.26707795,c5a
493,DP 25,1.2,-11,-0.76154091,0.26430853,c5a
494,DP 26,1.22,-11,-0.7507103,0.26156879,c5a
495,DP 27,1.24,-11,-0.73964364,0.25882635,c5a
496,DP 28,1.26,-11,-0.72896052,0.25601621,c5a
497,DP 29,1.28,-11,-0.72032236,0.25351824,c5a
498,DP 30,1.3,-11,-0.71462718,0.25174198,c5a
499,DP 31,1.32,-11,-0.71072247,0.25060599,c5a
500,DP 32,1.34,-11,-0.70459095,0.24907992,c5a
501,DP 33,1.36,-11,-0.6944532,0.24663294,c5a
502,DP 34,1.38,-11,-0.68131332,0.24369252,c5a
503,DP 35,1.4,-11,-0.66580875,0.24048135,c5a
504,DP 0,0.7,-17,-0.58909131,0.2586195,c5a
505,DP 1,0.72,-17,-0.59661708,0.26294943,c5a
506,DP 2,0.74,-17,-0.60681372,0.26798527,c5a
507,DP 3,0.76,-17,-0.62136608,0.2741187,c5a
508,DP 4,0.78,-17,-0.64181385,0.28147719,c5a
509,DP 5,0.8,-17,-0.66899923,0.29021903,c5a
510,DP 6,0.82,-17,-0.70339054,0.30016817,c5a
511,DP 7,0.84,-17,-0.74657072,0.31145802,c5a
512,DP 8,0.86,-17,-0.79865047,0.32555571,c5a
513,DP 9,0.88,-17,-0.8914336,0.35102005,c5a
514,DP 10,0.9,-17,-1.0484262,0.40532067,c5a
515,DP 11,0.92,-17,-1.2982735,0.51525227,c5a
516,DP 12,0.94,-17,-1.3122853,0.52662716,c5a
517,DP 13,0.96,-17,-1.2759339,0.51447892,c5a
518,DP 14,0.98,-17,-1.2453635,0.50347044,c5a
519,DP 15,1,-17,-1.218646,0.4936587,c5a
520,DP 16,1.02,-17,-1.1945193,0.48469208,c5a
521,DP 17,1.04,-17,-1.1732574,0.4768881,c5a
522,DP 18,1.06,-17,-1.1539254,0.46965045,c5a
523,DP 19,1.08,-17,-1.1363814,0.46302631,c5a
524,DP 20,1.1,-17,-1.1204977,0.45697122,c5a
525,DP 21,1.12,-17,-1.1060795,0.45142602,c5a
526,DP 22,1.14,-17,-1.092876,0.4463193,c5a
527,DP 23,1.16,-17,-1.0806446,0.44157907,c5a
528,DP 24,1.18,-17,-1.0691054,0.43712821,c5a
529,DP 25,1.2,-17,-1.0580237,0.4328684,c5a
530,DP 26,1.22,-17,-1.047207,0.42859947,c5a
531,DP 27,1.24,-17,-1.0361751,0.42443319,c5a
532,DP 28,1.26,-17,-1.0243165,0.42030671,c5a
533,DP 29,1.28,-17,-1.0119679,0.41610519,c5a
534,DP 30,1.3,-17,-0.99959009,0.41197475,c5a
535,DP 31,1.32,-17,-0.98767322,0.40785397,c5a
536,DP 32,1.34,-17,-0.97762788,0.40429535,c5a
537,DP 33,1.36,-17,-0.96945465,0.40145562,c5a
538,DP 34,1.38,-17,-0.96206083,0.39905821,c5a
539,DP 35,1.4,-17,-0.9538095,0.39642959,c5a
540,DP 0,0.7,-1,0.006891668,0.024762519,c5a
541,DP 1,0.72,-1,0.0050798692,0.025722168,c5a
542,DP 2,0.74,-1,0.0027069814,0.026953556,c5a
543,DP 3,0.76,-1,-0.00048250763,0.028679039,c5a
544,DP 4,0.78,-1,-0.0042396983,0.031528581,c5a
545,DP 5,0.8,-1,-0.0048148835,0.03690844,c5a
546,DP 6,0.82,-1,0.0032833522,0.046595223,c5a
547,DP 7,0.84,-1,-0.00055320579,0.061691352,c5a
548,DP 8,0.86,-1,-0.039758454,0.080650388,c5a
549,DP 9,0.88,-1,-0.07526407,0.10101143,c5a
550,DP 10,0.9,-1,-0.096445155,0.12124527,c5a
551,DP 11,0.92,-1,-0.11175059,0.13829566,c5a
552,DP 12,0.94,-1,-0.11389244,0.14383468,c5a
553,DP 13,0.96,-1,-0.11045465,0.14179273,c5a
554,DP 14,0.98,-1,-0.1074971,0.13972055,c5a
555,DP 15,1,-1,-0.10486735,0.13774857,c5a
556,DP 16,1.02,-1,-0.10241838,0.13592322,c5a
557,DP 17,1.04,-1,-0.1002263,0.13420349,c5a
558,DP 18,1.06,-1,-0.098226904,0.13258606,c5a
559,DP 19,1.08,-1,-0.096349656,0.13107113,c5a
560,DP 20,1.1,-1,-0.094461535,0.12966354,c5a
561,DP 21,1.12,-1,-0.092424495,0.12835664,c5a
562,DP 22,1.14,-1,-0.09026448,0.12711941,c5a
563,DP 23,1.16,-1,-0.087861849,0.12599872,c5a
564,DP 24,1.18,-1,-0.085171779,0.1249371,c5a
565,DP 25,1.2,-1,-0.082283749,0.12382197,c5a
566,DP 26,1.22,-1,-0.080242985,0.12254788,c5a
567,DP 27,1.24,-1,-0.078743318,0.12115333,c5a
568,DP 28,1.26,-1,-0.076771506,0.12009524,c5a
569,DP 29,1.28,-1,-0.075069496,0.1196809,c5a
570,DP 30,1.3,-1,-0.074297439,0.11953605,c5a
571,DP 31,1.32,-1,-0.072957516,0.11930353,c5a
572,DP 32,1.34,-1,-0.071247529,0.11892069,c5a
573,DP 33,1.36,-1,-0.069582417,0.11841808,c5a
574,DP 34,1.38,-1,-0.067976107,0.11782868,c5a
575,DP 35,1.4,-1,-0.066441971,0.11719117,c5a
576,DP 0,0.7,5,0.75087562,0.059892342,c5a
577,DP 1,0.72,5,0.77224703,0.06588704,c5a
578,DP 2,0.74,5,0.78020834,0.074068586,c5a
579,DP 3,0.76,5,0.77070074,0.082925945,c5a
580,DP 4,0.78,5,0.74309855,0.091276833,c5a
581,DP 5,0.8,5,0.70594195,0.099116643,c5a
582,DP 6,0.82,5,0.66329124,0.10687929,c5a
583,DP 7,0.84,5,0.61610698,0.11513284,c5a
584,DP 8,0.86,5,0.55693784,0.12447884,c5a
585,DP 9,0.88,5,0.48196521,0.13572964,c5a
586,DP 10,0.9,5,0.44971798,0.15215612,c5a
587,DP 11,0.92,5,0.46578738,0.16983696,c5a
588,DP 12,0.94,5,0.44575713,0.17474284,c5a
589,DP 13,0.96,5,0.43007011,0.17189811,c5a
590,DP 14,0.98,5,0.41772546,0.16905178,c5a
591,DP 15,1,5,0.40746109,0.16642494,c5a
592,DP 16,1.02,5,0.39874047,0.16403565,c5a
593,DP 17,1.04,5,0.39098758,0.16181474,c5a
594,DP 18,1.06,5,0.38410488,0.15975039,c5a
595,DP 19,1.08,5,0.3780038,0.15784887,c5a
596,DP 20,1.1,5,0.37263127,0.15613539,c5a
597,DP 21,1.12,5,0.36787824,0.15462402,c5a
598,DP 22,1.14,5,0.36352011,0.15321459,c5a
599,DP 23,1.16,5,0.35949428,0.15186517,c5a
600,DP 24,1.18,5,0.35553631,0.15059455,c5a
601,DP 25,1.2,5,0.35139245,0.14936275,c5a
602,DP 26,1.22,5,0.34749777,0.14802976,c5a
603,DP 27,1.24,5,0.34535279,0.14658373,c5a
604,DP 28,1.26,5,0.34484829,0.14658373,c5a
605,DP 29,1.28,5,0.34270738,0.14440185,c5a
606,DP 30,1.3,5,0.33553506,0.14348293,c5a
607,DP 31,1.32,5,0.32481478,0.14249141,c5a
608,DP 32,1.34,5,0.31376128,0.14150483,c5a
609,DP 33,1.36,5,0.30488567,0.14056666,c5a
610,DP 34,1.38,5,0.29768211,0.1396514,c5a
611,DP 35,1.4,5,0.29143256,0.13872324,c5a
612,DP 0,0.7,12,0.68427911,0.1681943,c5a
613,DP 1,0.72,12,0.69383589,0.17167779,c5a
614,DP 2,0.74,12,0.71034801,0.17625803,c5a
615,DP 3,0.76,12,0.73487515,0.18267511,c5a
616,DP 4,0.78,12,0.76648709,0.19158978,c5a
617,DP 5,0.8,12,0.80144344,0.20296332,c5a
618,DP 6,0.82,12,0.83408393,0.21597732,c5a
619,DP 7,0.84,12,0.88197948,0.23438973,c5a
620,DP 8,0.86,12,0.9430379,0.25969758,c5a
621,DP 9,0.88,12,1.0221929,0.29429335,c5a
622,DP 10,0.9,12,1.1150018,0.33648942,c5a
623,DP 11,0.92,12,1.0864661,0.34141063,c5a
624,DP 12,0.94,12,1.0237624,0.33486135,c5a
625,DP 13,0.96,12,0.98192683,0.32675525,c5a
626,DP 14,0.98,12,0.9516045,0.31962915,c5a
627,DP 15,1,12,0.9267327,0.31336728,c5a
628,DP 16,1.02,12,0.90527556,0.30779885,c5a
629,DP 17,1.04,12,0.88657649,0.30278495,c5a
630,DP 18,1.06,12,0.86992342,0.29818089,c5a
631,DP 19,1.08,12,0.85511152,0.29396231,c5a
632,DP 20,1.1,12,0.84191617,0.29010589,c5a
633,DP 21,1.12,12,0.83007935,0.28659049,c5a
634,DP 22,1.14,12,0.81930398,0.28340591,c5a
635,DP 23,1.16,12,0.80933941,0.28054047,c5a
636,DP 24,1.18,12,0.79994463,0.27783128,c5a
637,DP 25,1.2,12,0.79064948,0.27517468,c5a
638,DP 26,1.22,12,0.7812837,0.27244135,c5a
639,DP 27,1.24,12,0.77178785,0.26986699,c5a
640,DP 28,1.26,12,0.76276361,0.26722261,c5a
641,DP 29,1.28,12,0.75554046,0.26487559,c5a
642,DP 30,1.3,12,0.75061131,0.26314356,c5a
643,DP 31,1.32,12,0.74594708,0.26186569,c5a
644,DP 32,1.34,12,0.7392706,0.26040567,c5a
645,DP 33,1.36,12,0.72811001,0.25806804,c5a
646,DP 34,1.38,12,0.71372838,0.25518374,c5a
647,DP 35,1.4,12,0.69660817,0.25190131,c5a
648,DP 0,0.7,-3,-0.26252311,0.03140023,c5a
649,DP 1,0.72,-3,-0.27223266,0.033014794,c5a
650,DP 2,0.74,-3,-0.28407769,0.035553429,c5a
651,DP 3,0.76,-3,-0.29462588,0.040222094,c5a
652,DP 4,0.78,-3,-0.296162,0.047349413,c5a
653,DP 5,0.8,-3,-0.2863913,0.056112929,c5a
654,DP 6,0.82,-3,-0.25593795,0.065429835,c5a
655,DP 7,0.84,-3,-0.19821179,0.076504547,c5a
656,DP 8,0.86,-3,-0.1674408,0.093667413,c5a
657,DP 9,0.88,-3,-0.19828483,0.11463029,c5a
658,DP 10,0.9,-3,-0.25388131,0.13626183,c5a
659,DP 11,0.92,-3,-0.30811889,0.15382966,c5a
660,DP 12,0.94,-3,-0.30234401,0.1575005,c5a
661,DP 13,0.96,-3,-0.29235119,0.15500104,c5a
662,DP 14,0.98,-3,-0.28417389,0.15257749,c5a
663,DP 15,1,-3,-0.27717973,0.15030671,c5a
664,DP 16,1.02,-3,-0.27091709,0.14820477,c5a
665,DP 17,1.04,-3,-0.26535898,0.14624601,c5a
666,DP 18,1.06,-3,-0.26031773,0.14439922,c5a
667,DP 19,1.08,-3,-0.25572525,0.14264974,c5a
668,DP 20,1.1,-3,-0.25148536,0.14100381,c5a
669,DP 21,1.12,-3,-0.247389,0.13949123,c5a
670,DP 22,1.14,-3,-0.24331892,0.13808626,c5a
671,DP 23,1.16,-3,-0.23944048,0.13680117,c5a
672,DP 24,1.18,-3,-0.23539055,0.13563115,c5a
673,DP 25,1.2,-3,-0.23142408,0.13443436,c5a
674,DP 26,1.22,-3,-0.22805482,0.13308865,c5a
675,DP 27,1.24,-3,-0.22511756,0.13162012,c5a
676,DP 28,1.26,-3,-0.22321916,0.1303498,c5a
677,DP 29,1.28,-3,-0.22078277,0.12960107,c5a
678,DP 30,1.3,-3,-0.21541801,0.1290717,c5a
679,DP 31,1.32,-3,-0.20859487,0.1286166,c5a
680,DP 32,1.34,-3,-0.20271834,0.1280788,c5a
681,DP 33,1.36,-3,-0.19801344,0.12739009,c5a
682,DP 34,1.38,-3,-0.19366673,0.1266282,c5a
683,DP 35,1.4,-3,-0.18947752,0.1258481,c5a
684,DP 0,0.7,-16,-0.56835988,0.23895536,c5a
685,DP 1,0.72,-16,-0.57456326,0.24292323,c5a
686,DP 2,0.74,-16,-0.58354109,0.24771875,c5a
687,DP 3,0.76,-16,-0.59736057,0.25339355,c5a
688,DP 4,0.78,-16,-0.61824525,0.26051284,c5a
689,DP 5,0.8,-16,-0.64820769,0.26907268,c5a
690,DP 6,0.82,-16,-0.68786612,0.27914493,c5a
691,DP 7,0.84,-16,-0.73641639,0.29173603,c5a
692,DP 8,0.86,-16,-0.81686947,0.31171631,c5a
693,DP 9,0.88,-16,-0.93401396,0.34824293,c5a
694,DP 10,0.9,-16,-1.1178048,0.41900792,c5a
695,DP 11,0.92,-16,-1.266438,0.4868938,c5a
696,DP 12,0.94,-16,-1.2567293,0.48803937,c5a
697,DP 13,0.96,-16,-1.2214852,0.47640432,c5a
698,DP 14,0.98,-16,-1.1921591,0.46629115,c5a
699,DP 15,1,-16,-1.1664889,0.45726069,c5a
700,DP 16,1.02,-16,-1.1435929,0.44911828,c5a
701,DP 17,1.04,-16,-1.122886,0.44181756,c5a
702,DP 18,1.06,-16,-1.1043827,0.4351727,c5a
703,DP 19,1.08,-16,-1.0875847,0.42909392,c5a
704,DP 20,1.1,-16,-1.0724375,0.42355463,c5a
705,DP 21,1.12,-16,-1.0586826,0.41847921,c5a
706,DP 22,1.14,-16,-1.045973,0.41376996,c5a
707,DP 23,1.16,-16,-1.0338995,0.40931058,c5a
708,DP 24,1.18,-16,-1.0220606,0.40495334,c5a
709,DP 25,1.2,-16,-1.0101234,0.40056769,c5a
710,DP 26,1.22,-16,-0.99838647,0.39632885,c5a
711,DP 27,1.24,-16,-0.98700613,0.39234867,c5a
712,DP 28,1.26,-16,-0.97556119,0.38846992,c5a
713,DP 29,1.28,-16,-0.96394871,0.38460752,c5a
714,DP 30,1.3,-16,-0.95301561,0.38097896,c5a
715,DP 31,1.32,-16,-0.94327565,0.37767659,c5a
716,DP 32,1.34,-16,-0.93518316,0.37492767,c5a
717,DP 33,1.36,-16,-0.92839804,0.37281867,c5a
718,DP 34,1.38,-16,-0.92076337,0.37060387,c5a
719,DP 35,1.4,-16,-0.91115268,0.36772637,c5a
720,DP 0,0.7,4,0.6514198,0.046883814,c5a
721,DP 1,0.72,4,0.67333049,0.050481366,c5a
722,DP 2,0.74,4,0.69065773,0.056671707,c5a
723,DP 3,0.76,4,0.69875873,0.065344462,c5a
724,DP 4,0.78,4,0.69064506,0.075104473,c5a
725,DP 5,0.8,4,0.6561146,0.083641878,c5a
726,DP 6,0.82,4,0.60933283,0.09158759,c5a
727,DP 7,0.84,4,0.55307873,0.099735581,c5a
728,DP 8,0.86,4,0.48138744,0.10937071,c5a
729,DP 9,0.88,4,0.38944745,0.12111518,c5a
730,DP 10,0.9,4,0.35139341,0.13799799,c5a
731,DP 11,0.92,4,0.3735501,0.15622139,c5a
732,DP 12,0.94,4,,,c5a
733,DP 13,0.96,4,,,c5a
734,DP 14,0.98,4,0.33479611,0.15732314,c5a
735,DP 15,1,4,0.32658561,0.15500088,c5a
736,DP 16,1.02,4,0.31955155,0.15500088,c5a
737,DP 17,1.04,4,0.31327657,0.15088227,c5a
738,DP 18,1.06,4,0.30753771,0.14899512,c5a
739,DP 19,1.08,4,0.30221408,0.14721241,c5a
740,DP 20,1.1,4,0.29734176,0.14554981,c5a
741,DP 21,1.12,4,0.2931078,0.1440314,c5a
742,DP 22,1.14,4,0.28940096,0.14264602,c5a
743,DP 23,1.16,4,0.2858941,0.14138465,c5a
744,DP 24,1.18,4,0.28273272,0.14030648,c5a
745,DP 25,1.2,4,0.27963633,0.13919491,c5a
746,DP 26,1.22,4,0.27740763,0.13789973,c5a
747,DP 27,1.24,4,0.27726103,0.13653729,c5a
748,DP 28,1.26,4,0.27856337,0.13544223,c5a
749,DP 29,1.28,4,0.27644154,0.13465064,c5a
750,DP 30,1.3,4,0.26814664,0.13390459,c5a
751,DP 31,1.32,4,0.25778597,0.133194,c5a
752,DP 32,1.34,4,0.24956788,0.13251357,c5a
753,DP 33,1.36,4,0.24323242,0.13177969,c5a
754,DP 34,1.38,4,0.23815575,0.13098868,c5a
755,DP 35,1.4,4,0.23362722,0.13018053,c5a
756,DP 0,0.7,-10,-0.48158854,0.12085415,c5a
757,DP 1,0.72,-10,-0.48924866,0.12389761,c5a
758,DP 2,0.74,-10,-0.50011199,0.12813881,c5a
759,DP 3,0.76,-10,-0.50629074,0.13371749,c5a
760,DP 4,0.78,-10,-0.50786457,0.14063548,c5a
761,DP 5,0.8,-10,-0.51280756,0.14984013,c5a
762,DP 6,0.82,-10,-0.53856903,0.16337973,c5a
763,DP 7,0.84,-10,-0.59257927,0.18224945,c5a
764,DP 8,0.86,-10,-0.66820505,0.20702417,c5a
765,DP 9,0.88,-10,-0.76726857,0.24046489,c5a
766,DP 10,0.9,-10,-0.88715553,0.28167344,c5a
767,DP 11,0.92,-10,-0.91954594,0.29714174,c5a
768,DP 12,0.94,-10,-0.88842687,0.29165824,c5a
769,DP 13,0.96,-10,-0.86149742,0.28509705,c5a
770,DP 14,0.98,-10,-0.83920547,0.27932511,c5a
771,DP 15,1,-10,-0.81998479,0.27415405,c5a
772,DP 16,1.02,-10,-0.80280663,0.26949263,c5a
773,DP 17,1.04,-10,-0.78767344,0.26527543,c5a
774,DP 18,1.06,-10,-0.77396868,0.2613868,c5a
775,DP 19,1.08,-10,-0.76165809,0.2578245,c5a
776,DP 20,1.1,-10,-0.7505756,0.25457504,c5a
777,DP 21,1.12,-10,-0.74056343,0.2516343,c5a
778,DP 22,1.14,-10,-0.7314427,0.24897943,c5a
779,DP 23,1.16,-10,-0.72286103,0.24646596,c5a
780,DP 24,1.18,-10,-0.71375456,0.24388305,c5a
781,DP 25,1.2,-10,-0.70377001,0.24131019,c5a
782,DP 26,1.22,-10,-0.69307829,0.23874265,c5a
783,DP 27,1.24,-10,-0.68242791,0.23616941,c5a
784,DP 28,1.26,-10,-0.67322347,0.23372642,c5a
785,DP 29,1.28,-10,-0.66703898,0.23183538,c5a
786,DP 30,1.3,-10,-0.6635456,0.23068137,c5a
787,DP 31,1.32,-10,-0.65944621,0.22966226,c5a
788,DP 32,1.34,-10,-0.65177917,0.22792305,c5a
789,DP 33,1.36,-10,-0.64028181,0.22546032,c5a
790,DP 34,1.38,-10,-0.62509521,0.22253018,c5a
791,DP 35,1.4,-10,-0.60813945,0.21956885,c5a
792,DP 0,0.7,20,0.79403671,0.33604816,c5a
793,DP 1,0.72,20,0.803132,0.34057215,c5a
794,DP 2,0.74,20,0.81343425,0.34544919,c5a
795,DP 3,0.76,20,0.82554312,0.35085637,c5a
796,DP 4,0.78,20,0.8392141,0.35672146,c5a
797,DP 5,0.8,20,0.85524084,0.36344053,c5a
798,DP 6,0.82,20,0.87357111,0.37078506,c5a
799,DP 7,0.84,20,0.89537025,0.37904752,c5a
800,DP 8,0.86,20,0.92135953,0.38863871,c5a
801,DP 9,0.88,20,0.9529369,0.39985647,c5a
802,DP 10,0.9,20,0.99493255,0.41407462,c5a
803,DP 11,0.92,20,1.0767771,0.44042721,c5a
804,DP 12,0.94,20,1.2754611,0.52233366,c5a
805,DP 13,0.96,20,1.45197,0.61967374,c5a
806,DP 14,0.98,20,1.4197506,0.60865955,c5a
807,DP 15,1,20,1.3883932,0.59641394,c5a
808,DP 16,1.02,20,1.3604151,0.58534357,c5a
809,DP 17,1.04,20,1.3356054,0.57559764,c5a
810,DP 18,1.06,20,1.3128659,0.56653052,c5a
811,DP 19,1.08,20,1.2921583,0.55819729,c5a
812,DP 20,1.1,20,1.2732854,0.55052672,c5a
813,DP 21,1.12,20,1.2560869,0.54346183,c5a
814,DP 22,1.14,20,1.2404113,0.53696269,c5a
815,DP 23,1.16,20,1.2261575,0.53103252,c5a
816,DP 24,1.18,20,1.2132037,0.52570398,c5a
817,DP 25,1.2,20,1.2007935,0.52080454,c5a
818,DP 26,1.22,20,1.1883804,0.51615596,c5a
819,DP 27,1.24,20,1.1760124,0.51155111,c5a
820,DP 28,1.26,20,1.1645494,0.50687073,c5a
821,DP 29,1.28,20,1.1523085,0.502093,c5a
822,DP 30,1.3,20,1.1396706,0.49739332,c5a
823,DP 31,1.32,20,1.1271507,0.49263364,c5a
824,DP 32,1.34,20,1.1154587,0.48812991,c5a
825,DP 33,1.36,20,1.1049802,0.4840258,c5a
826,DP 34,1.38,20,1.0956028,0.48040126,c5a
827,DP 35,1.4,20,1.0862027,0.47709529,c5a
828,DP 0,0.7,19,0.76697853,0.31105349,c5a
829,DP 1,0.72,19,0.7760842,0.3155088,c5a
830,DP 2,0.74,19,0.78662437,0.32025898,c5a
831,DP 3,0.76,19,0.79891809,0.32555273,c5a
832,DP 4,0.78,19,0.813095,0.33151689,c5a
833,DP 5,0.8,19,0.82970567,0.3379621,c5a
834,DP 6,0.82,19,0.84910919,0.34518555,c5a
835,DP 7,0.84,19,0.87193299,0.35325645,c5a
836,DP 8,0.86,19,0.9005525,0.36283532,c5a
837,DP 9,0.88,19,0.93822301,0.37467371,c5a
838,DP 10,0.9,19,1.0060896,0.39500467,c5a
839,DP 11,0.92,19,1.1405913,0.44363273,c5a
840,DP 12,0.94,19,1.4301688,0.58218552,c5a
841,DP 13,0.96,19,1.4113962,0.58135044,c5a
842,DP 14,0.98,19,1.3761392,0.56886337,c5a
843,DP 15,1,19,1.3453856,0.55743562,c5a
844,DP 16,1.02,19,1.3176579,0.54703451,c5a
845,DP 17,1.04,19,1.2926908,0.53772221,c5a
846,DP 18,1.06,19,1.2700318,0.52917031,c5a
847,DP 19,1.08,19,1.2494631,0.52130782,c5a
848,DP 20,1.1,19,1.2309515,0.5140863,c5a
849,DP 21,1.12,19,1.2143986,0.50745696,c5a
850,DP 22,1.14,19,1.199625,0.50138703,c5a
851,DP 23,1.16,19,1.1863028,0.49585661,c5a
852,DP 24,1.18,19,1.1739752,0.49088481,c5a
853,DP 25,1.2,19,1.1621472,0.48652132,c5a
854,DP 26,1.22,19,1.1502049,0.48244674,c5a
855,DP 27,1.24,19,1.1382477,0.4779573,c5a
856,DP 28,1.26,19,1.126175,0.47340192,c5a
857,DP 29,1.28,19,1.1141566,0.46898524,c5a
858,DP 30,1.3,19,1.1016683,0.46450818,c5a
859,DP 31,1.32,19,1.0891259,0.46000323,c5a
860,DP 32,1.34,19,1.0771335,0.45562801,c5a
861,DP 33,1.36,19,1.0667662,0.45193404,c5a
862,DP 34,1.38,19,1.0571353,0.44871879,c5a
863,DP 35,1.4,19,1.0460865,0.44521836,c5a
864,DP 0,0.7,-6,-0.53761821,0.062475419,c5a
865,DP 1,0.72,-6,-0.54618038,0.067290153,c5a
866,DP 2,0.74,-6,-0.54050057,0.073533975,c5a
867,DP 3,0.76,-6,-0.52034191,0.080330767,c5a
868,DP 4,0.78,-6,-0.49070913,0.087251113,c5a
869,DP 5,0.8,-6,-0.4532648,0.094292941,c5a
870,DP 6,0.82,-6,-0.40307112,0.10166861,c5a
871,DP 7,0.84,-6,-0.3504244,0.11255304,c5a
872,DP 8,0.86,-6,-0.3749312,0.13189282,c5a
873,DP 9,0.88,-6,-0.45256089,0.15642737,c5a
874,DP 10,0.9,-6,-0.54067156,0.18249878,c5a
875,DP 11,0.92,-6,-0.58853312,0.19942003,c5a
876,DP 12,0.94,-6,-0.56990622,0.1990449,c5a
877,DP 13,0.96,-6,-0.55166262,0.19520107,c5a
878,DP 14,0.98,-6,-0.5367501,0.19170399,c5a
879,DP 15,1,-6,-0.52405737,0.18851439,c5a
880,DP 16,1.02,-6,-0.51293902,0.18564,c5a
881,DP 17,1.04,-6,-0.50310657,0.18297626,c5a
882,DP 18,1.06,-6,-0.49440559,0.18051952,c5a
883,DP 19,1.08,-6,-0.4867102,0.17825678,c5a
884,DP 20,1.1,-6,-0.47978033,0.17617561,c5a
885,DP 21,1.12,-6,-0.47314334,0.17423571,c5a
886,DP 22,1.14,-6,-0.46621579,0.17230948,c5a
887,DP 23,1.16,-6,-0.45885026,0.17040767,c5a
888,DP 24,1.18,-6,-0.45150835,0.16883521,c5a
889,DP 25,1.2,-6,-0.44389432,0.16718378,c5a
890,DP 26,1.22,-6,-0.43617174,0.16533241,c5a
891,DP 27,1.24,-6,-0.43036888,0.16352704,c5a
892,DP 28,1.26,-6,-0.42755647,0.16205817,c5a
893,DP 29,1.28,-6,-0.42588064,0.16119092,c5a
894,DP 30,1.3,-6,-0.42094504,0.16027349,c5a
895,DP 31,1.32,-6,-0.41124783,0.15891943,c5a
896,DP 32,1.34,-6,-0.39934896,0.1575016,c5a
897,DP 33,1.36,-6,-0.38794576,0.15624896,c5a
898,DP 34,1.38,-6,-0.37819951,0.15507425,c5a
899,DP 35,1.4,-6,-0.36990744,0.15384513,c5a
900,DP 0,0.7,14,0.68931893,0.20648714,c5a
901,DP 1,0.72,14,,,c5a
902,DP 2,0.74,14,0.70483512,0.2135656,c5a
903,DP 3,0.76,14,0.71723277,0.21787202,c5a
904,DP 4,0.78,14,0.73451812,0.22321515,c5a
905,DP 5,0.8,14,0.76600495,0.23081126,c5a
906,DP 6,0.82,14,0.81475179,0.24283297,c5a
907,DP 7,0.84,14,0.87464437,0.26034543,c5a
908,DP 8,0.86,14,0.95170588,0.28607696,c5a
909,DP 9,0.88,14,1.0545391,0.3253739,c5a
910,DP 10,0.9,14,1.1894259,0.38427472,c5a
911,DP 11,0.92,14,1.2241554,0.4094646,c5a
912,DP 12,0.94,14,1.1764448,0.40276299,c5a
913,DP 13,0.96,14,1.1327408,0.39226924,c5a
914,DP 14,0.98,14,1.0977714,0.38312436,c5a
915,DP 15,1,14,1.0680901,0.37510209,c5a
916,DP 16,1.02,14,1.0423044,0.36802572,c5a
917,DP 17,1.04,14,1.0197942,0.36166763,c5a
918,DP 18,1.06,14,0.99983161,0.3558639,c5a
919,DP 19,1.08,14,0.98200263,0.35052102,c5a
920,DP 20,1.1,14,0.96609407,0.34561379,c5a
921,DP 21,1.12,14,0.95183247,0.3411488,c5a
922,DP 22,1.14,14,0.93887773,0.33715665,c5a
923,DP 23,1.16,14,0.92691637,0.33365981,c5a
924,DP 24,1.18,14,0.91589504,0.33060181,c5a
925,DP 25,1.2,14,0.90575782,0.32749299,c5a
926,DP 26,1.22,14,0.89553479,0.32434423,c5a
927,DP 27,1.24,14,0.88492028,0.32128028,c5a
